as.character(comp),Name,Protein_Classification,
Compound_450,P-glycoprotein 1,Transporter,CC1=CC(C2=NN3C(N=C(C4=CC=CC=C4)C=C3N5CCN(C(C6=CC=CO6)=O)CC5)=C2)=CC=C1
Compound_466,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(C)C=C3
Compound_469,Histamine H1 receptor,GPCR,OC(C1=CC=CC=C1)(C2CCN(CCCC(O)C3=CC=C(Cl)C=C3)CC2)C4=CC=CC=C4
Compound_482,Kappa opioid receptor,GPCR,CC1=CC=C(S(NCC2=CC=C(C(NCCN(C(C)C)CC3=CC=CC=C3)=O)C=C2)(=O)=O)C=C1
Compound_482,Kappa opioid receptor,GPCR,CC1=CC=C(S(NCC2=CC=C(C(NCCN(C(C)C)CC3=CC=CC=C3)=O)C=C2)(=O)=O)C=C1
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin alpha-3 chain,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin beta-4 chain,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin beta-1 chain,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin alpha-3 chain,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin beta-1 chain,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin beta-2 chain,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin beta-2 chain,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin beta-4 chain,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_483,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C(F)=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_489,DNA damage-inducible transcript 3 protein,Other,CC1OC(C)CN(S(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)(=O)=O)C1
Compound_489,DNA damage-inducible transcript 3 protein,Other,CC1OC(C)CN(S(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)(=O)=O)C1
Compound_493,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(C(C)(C)C)C=C3
Compound_493,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(C(C)(C)C)C=C3
Compound_498,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(OC)C=C3
Compound_498,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(OC)C=C3
Compound_498,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(OC)C=C3
Compound_499,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(C(F)(F)F)C=C3
Compound_499,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(C(F)(F)F)C=C3
Compound_501,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Carbonic anhydrase I,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Cyclooxygenase-2,Oxidoreductases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Geminin,Other,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_501,Cyclooxygenase-2,Oxidoreductases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin alpha-3 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin beta-4 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin beta-3 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tumor necrosis factor receptor R1,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin beta-1 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin alpha-3 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin beta-1 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin beta-3 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin beta-2 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,ATP-binding cassette sub-family G member 2,Transporter,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tumor necrosis factor receptor R1,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin beta-2 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin beta-4 chain,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,Tubulin,Other,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_503,ATP-binding cassette sub-family G member 2,Transporter,O=C(/C=C/C1=CC=C(O)C=C1)C2=CC(OC)=C(OC)C(OC)=C2
Compound_518,Histone deacetylase 10,Hydrolases,CCCCOC1=CC=C(CCC(NO)=O)C=C1
Compound_526,Carbonic anhydrase IX,Lyases,CC(C=CC=C1)=C1C2=NN(C3=CC=C(S(=O)(N)=O)C=C3)C(C4=CC=C(OC)C=C4)C2
Compound_526,Carbonic anhydrase XII,Lyases,CC(C=CC=C1)=C1C2=NN(C3=CC=C(S(=O)(N)=O)C=C3)C(C4=CC=C(OC)C=C4)C2
Compound_543,Histamine H1 receptor,GPCR,OC(C1CCN(CCC[C@H](O)C2=CC=C(C(C)(C)C)C=C2)CC1)(C3=CC=CC=C3)C4=CC=CC=C4
Compound_544,Kappa opioid receptor,GPCR,O=S(NCC1=CC=C(C(NCCN(CC2=CC=CC=C2)C(C)C)=O)C=C1)(C3=CC=C(C(C)C)C=C3)=O
Compound_544,Kappa opioid receptor,GPCR,O=S(NCC1=CC=C(C(NCCN(CC2=CC=CC=C2)C(C)C)=O)C=C1)(C3=CC=C(C(C)C)C=C3)=O
Compound_555,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(N(C)C)C=C3
Compound_555,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(N(C)C)C=C3
Compound_558,Kappa opioid receptor,GPCR,O=C(NCCN(C(C)(C)C)CC1=CC=C(Cl)C=C1)C(C=C2)=CC3=C2CN(S(C4=CC=C(C)C=C4)(=O)=O)CC3
Compound_560,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(OC)=CC=C3
Compound_560,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(OC)=CC=C3
Compound_560,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(OC)=CC=C3
Compound_560,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(OC)=CC=C3
Compound_562,Kappa opioid receptor,GPCR,O=C(NCCN(C(C)(C)C)CC1=CC=C(Cl)C=C1)C(C=C2)=CC3=C2CN(S(C4=CC=C(C)C=C4)(=O)=O)CC3
Compound_567,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=COC=C3
Compound_567,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=COC=C3
Compound_567,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=COC=C3
Compound_586,DNA repair protein RAD52 homolog,Other,NCCNC1=C2C(C=CC=C2)=NC3=C1C=CC=C3
Compound_595,Histone deacetylase 4,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 1,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 10,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 5,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 2,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 10,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 8,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 2,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 11,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 9,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 7,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 10,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 9,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 7,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 4,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 6,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 1,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 11,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 6,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 11,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 8,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 9,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 2,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 5,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 5,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 6,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 7,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 1,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 4,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_595,Histone deacetylase 8,Hydrolases,O=C(NO)CCCC1=CC=C(OC)C=C1
Compound_601,Aminopeptidase N,Protease,N[C@H](C(NO)=O)CC1=CC=CC=C1
Compound_601,Aminopeptidase N,Protease,N[C@H](C(NO)=O)CC1=CC=CC=C1
Compound_603,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2,Other,O=C(C1=CC2=CC=CC=C2O1)NO
Compound_603,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(C1=CC2=CC=CC=C2O1)NO
Compound_635,Dihydroorotate dehydrogenase,Oxidoreductases,FC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_635,Dihydroorotate dehydrogenase,Oxidoreductases,FC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_635,Dihydroorotate dehydrogenase,Oxidoreductases,FC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_635,Dihydroorotate dehydrogenase,Oxidoreductases,FC1=CC(C2=NC3=CC=CC=C3C(C(O)=O)=C2)=CC=C1
Compound_637,Cytochrome P450 1B1,Oxidoreductases,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_637,Beta amyloid A4 protein,Other,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_637,Cyclooxygenase-1,Oxidoreductases,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_637,Beta amyloid A4 protein,Other,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_637,Cyclooxygenase-1,Oxidoreductases,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_637,Quinone reductase 2,Oxidoreductases,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_637,Beta amyloid A4 protein,Other,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_637,Beta amyloid A4 protein,Other,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_637,Cyclooxygenase-2,Oxidoreductases,OC1=CC(/C=C/C2=CC=C(C=C2)O)=CC(O)=C1
Compound_645,Cytochrome P450 2D6,Oxidoreductases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Cytochrome P450 3A4,Oxidoreductases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,Oxidoreductases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Cytochrome P450 1A2,Oxidoreductases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Cytochrome P450 1A2,Oxidoreductases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Phosphodiesterase 5A,Hydrolases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Beta-glucocerebrosidase,Hydrolases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Cytochrome P450 3A4,Oxidoreductases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Phosphodiesterase 5A,Hydrolases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Cytochrome P450 2D6,Oxidoreductases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Cytochrome P450 1A2,Oxidoreductases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_645,Phosphodiesterase 5A,Hydrolases,C12=CC=CC=C1C(NCC3=CC=CC=C3)=NC(C4=CC=CC=C4)=N2
Compound_647,DNA damage-inducible transcript 3 protein,Other,O=S(C1CCCCC1)(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)=O
Compound_647,DNA damage-inducible transcript 3 protein,Other,O=S(C1CCCCC1)(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)=O
Compound_655,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(F)=CC=C3
Compound_655,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(F)=CC=C3
Compound_655,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(F)=CC=C3
Compound_655,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(F)=CC=C3
Compound_667,Mannose-6-phosphate isomerase,Isomerases,FC(C=CC=C1)=C1N2SC3=C(C=CC=C3)C2=O
Compound_667,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,FC(C=CC=C1)=C1N2SC3=C(C=CC=C3)C2=O
Compound_667,Mannose-6-phosphate isomerase,Isomerases,FC(C=CC=C1)=C1N2SC3=C(C=CC=C3)C2=O
Compound_667,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,FC(C=CC=C1)=C1N2SC3=C(C=CC=C3)C2=O
Compound_674,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(Cl)=CC=C3
Compound_674,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(Cl)=CC=C3
Compound_674,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(Cl)=CC=C3
Compound_674,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(Cl)=CC=C3
Compound_674,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(Cl)=CC=C3
Compound_674,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC(Cl)=CC=C3
Compound_675,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2C(C)C)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_675,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2C(C)C)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_675,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2C(C)C)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_675,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2C(C)C)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_675,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2C(C)C)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_675,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2C(C)C)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_675,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2C(C)C)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_676,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Carbonic anhydrase I,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Carbonic anhydrase I,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Geminin,Other,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Cyclooxygenase-2,Oxidoreductases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_676,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(Br)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_688,Nuclear factor NF-kappa-B p100/p49 subunits,Other,COC1=CC=C(N=C(NC(C2=CC=CO2)=O)S3)C3=C1
Compound_688,Niemann-Pick C1 protein,Other,COC1=CC=C(N=C(NC(C2=CC=CO2)=O)S3)C3=C1
Compound_688,Nuclear factor NF-kappa-B p100/p49 subunits,Other,COC1=CC=C(N=C(NC(C2=CC=CO2)=O)S3)C3=C1
Compound_688,Ras-related protein Rab-9A,Transporter,COC1=CC=C(N=C(NC(C2=CC=CO2)=O)S3)C3=C1
